DATE,DEXNOUS
5/23/2017,8.3694
5/24/2017,8.3928
5/25/2017,8.3531
5/26/2017,8.3935
5/29/2017,.
5/30/2017,8.4304
5/31/2017,8.4361
6/1/2017,8.4392
6/2/2017,8.4237
6/5/2017,8.4585
6/6/2017,8.4671
6/7/2017,8.4912
6/8/2017,8.485
6/9/2017,8.4968
6/12/2017,8.4655
6/13/2017,8.435
6/14/2017,8.3662
6/15/2017,8.5007
6/16/2017,8.4555
6/19/2017,8.478
6/20/2017,8.5613
6/21/2017,8.5336
6/22/2017,8.4952
6/23/2017,8.4471
6/26/2017,8.4667
6/27/2017,8.4107
6/28/2017,8.4498
6/29/2017,8.4024
6/30/2017,8.3781
7/3/2017,8.3647
7/4/2017,.
7/5/2017,8.4027
7/6/2017,8.3543
7/7/2017,8.3713
7/10/2017,8.3304
7/11/2017,8.3265
7/12/2017,8.2812
7/13/2017,8.2682
7/14/2017,8.1977
7/17/2017,8.1513
7/18/2017,8.0632
7/19/2017,8.0645
7/20/2017,8.0243
7/21/2017,8.0279
7/24/2017,8.0136
7/25/2017,7.9765
7/26/2017,7.9595
7/27/2017,7.9578
7/28/2017,7.9174
7/31/2017,7.8922
8/1/2017,7.9235
8/2/2017,7.8677
8/3/2017,7.8803
8/4/2017,7.955
8/7/2017,7.9453
8/8/2017,7.9578
8/9/2017,7.9602
8/10/2017,7.9446
8/11/2017,7.9482
8/14/2017,7.937
8/15/2017,7.9603
8/16/2017,7.953
8/17/2017,7.9504
8/18/2017,7.9074
8/21/2017,7.8975
8/22/2017,7.9137
8/23/2017,7.8776
8/24/2017,7.8415
8/25/2017,7.7775
8/28/2017,7.7583
8/29/2017,7.7233
8/30/2017,7.7834
8/31/2017,7.7723
9/1/2017,7.7916
9/4/2017,.
9/5/2017,7.7775
9/6/2017,7.7713
9/7/2017,7.7479
9/8/2017,7.7414
9/11/2017,7.8436
9/12/2017,7.8267
9/13/2017,7.8898
9/14/2017,7.8986
9/15/2017,7.8427
9/18/2017,7.8294
9/19/2017,7.8067
9/20/2017,7.8066
9/21/2017,7.8006
9/22/2017,7.7833
9/25/2017,7.8325
9/26/2017,7.9091
9/27/2017,7.9495
9/28/2017,7.953
9/29/2017,7.9629
10/2/2017,8.002
10/3/2017,7.972246774
10/4/2017,7.939924312
10/5/2017,7.995353453
10/6/2017,8.007545875
10/9/2017,7.972198516
10/10/2017,7.94009742
10/11/2017,7.923459141
