DATE,DEXNOUS
10/22/13,5.8953
10/23/13,5.9149
10/24/13,5.8904
10/25/13,5.8958
10/28/13,5.8918
10/29/13,5.8865
10/30/13,5.8769
10/31/13,5.9476
11/1/13,5.9678
11/4/13,5.9478
11/5/13,5.981
11/6/13,5.9555
11/7/13,6.032
11/8/13,6.1542
11/11/13,6.1764
11/12/13,6.1986
11/13/13,6.1794
11/14/13,6.1645
11/15/13,6.1182
11/18/13,6.1085
11/19/13,6.0936
11/20/13,6.1008
11/21/13,6.108
11/22/13,6.0744
11/25/13,6.1158
11/26/13,6.1026
11/27/13,6.107
11/28/13,6.1115
11/29/13,6.116
12/2/13,6.124
12/3/13,6.088
12/4/13,6.1579
12/5/13,6.1519
12/6/13,6.1535
12/9/13,6.141
12/10/13,6.113
12/11/13,6.1176
12/12/13,6.1991
12/13/13,6.1851
12/16/13,6.1529
12/17/13,6.1234
12/18/13,6.1125
12/19/13,6.158
12/20/13,6.1494
12/23/13,6.1469
12/24/13,6.1455
12/25/13,6.14355
12/26/13,6.1416
12/27/13,6.1246
12/30/13,6.0657
12/31/13,6.0657
1/1/14,6.1065
1/2/14,6.1473
1/3/14,6.1416
1/6/14,6.1712
1/7/14,6.1654
1/8/14,6.196
1/9/14,6.1891
1/10/14,6.1598
1/13/14,6.1202
1/14/14,6.084
1/15/14,6.1274
1/16/14,6.1885
1/17/14,6.1564
1/20/14,6.1642
1/21/14,6.172
1/22/14,6.1541
1/23/14,6.1012
1/24/14,6.1507
1/27/14,6.1597
1/28/14,6.135
1/29/14,6.1653
1/30/14,6.2437
1/31/14,6.2768
2/3/14,6.2764
2/4/14,6.292
2/5/14,6.2367
2/6/14,6.2079
2/7/14,6.1838
2/10/14,6.1347
2/11/14,6.1183
2/12/14,6.1167
2/13/14,6.1016
2/14/14,6.0822
2/17/14,6.0645
2/18/14,6.0468
2/19/14,6.0332
2/20/14,6.1159
2/21/14,6.0783
2/24/14,6.0269
2/25/14,6.0314
2/26/14,6.0669
2/27/14,6.0366
2/28/14,5.9938
3/3/14,6.0376
3/4/14,6.0159
3/5/14,5.9868
3/6/14,5.9813
3/7/14,5.9772
3/10/14,5.9642
3/11/14,5.9503
3/12/14,5.954
3/13/14,5.9305
3/14/14,5.9546
3/17/14,5.9459
3/18/14,5.9618
3/19/14,5.9874
3/20/14,6.0596
3/21/14,6.0594
3/24/14,6.0432
3/25/14,6.0489
3/26/14,6.0445
3/27/14,6.0081
3/28/14,6.0057
3/31/14,5.989
4/1/14,5.9847
4/2/14,5.9807
4/3/14,6.0125
4/4/14,5.9966
4/7/14,5.9947
4/8/14,5.9665
4/9/14,5.9503
4/10/14,5.9122
4/11/14,5.9272
4/14/14,5.9606
4/15/14,5.9591
4/16/14,5.9732
4/17/14,5.9813
4/18/14,5.985
4/21/14,6.0066
4/22/14,5.9809
4/23/14,5.9937
4/24/14,6.0001
4/25/14,6.016
4/28/14,6.0034
4/29/14,6.0073
4/30/14,5.9463
5/1/14,5.9438
5/2/14,5.9444
5/5/14,5.9496
5/6/14,5.9183
5/7/14,5.9028
5/8/14,5.8829
5/9/14,5.9084
5/12/14,5.9238
5/13/14,5.9239
5/14/14,5.9203
5/15/14,5.9468
5/16/14,5.9319
5/19/14,5.932
5/20/14,5.9466
5/21/14,5.9564
5/22/14,5.9456
5/23/14,5.959
5/26/14,5.96185
5/27/14,5.9647
5/28/14,5.974
5/29/14,5.9614
5/30/14,5.9803
6/2/14,5.9934
6/3/14,6.0004
6/4/14,5.9982
6/5/14,5.9944
6/6/14,5.9504
6/9/14,5.971
6/10/14,5.9788
6/11/14,5.9961
6/12/14,5.9903
6/13/14,6.0044
6/16/14,5.9878
6/17/14,5.9962
6/18/14,6.0316
6/19/14,6.1201
6/20/14,6.1295
6/23/14,6.117
6/24/14,6.1204
6/25/14,6.1401
6/26/14,6.1367
6/27/14,6.1301
6/30/14,6.1309
7/1/14,6.1631
7/2/14,6.1702
7/3/14,6.1825
7/4/14,6.17315
7/7/14,6.1638
7/8/14,6.1829
7/9/14,6.1627
7/10/14,6.1666
7/11/14,6.1794
7/14/14,6.177
7/15/14,6.216
7/16/14,6.1961
7/17/14,6.192
7/18/14,6.1899
7/21/14,6.202
7/22/14,6.1894
7/23/14,6.1966
7/24/14,6.2066
7/25/14,6.2245
7/28/14,6.2221
7/29/14,6.2503
7/30/14,6.2629
7/31/14,6.285
8/1/14,6.2688
8/4/14,6.2721
8/5/14,6.2807
8/6/14,6.2777
8/7/14,6.2451
8/8/14,6.2277
8/11/14,6.1782
8/12/14,6.1733
8/13/14,6.1571
8/14/14,6.1485
8/15/14,6.1469
8/18/14,6.153
8/19/14,6.1601
8/20/14,6.1742
8/21/14,6.149
8/22/14,6.1638
8/25/14,6.1695
8/26/14,6.1713
8/27/14,6.1821
8/28/14,6.181
8/29/14,6.1844
9/1/14,6.1923
9/2/14,6.2002
9/3/14,6.2274
9/4/14,6.2681
9/5/14,6.2826
9/8/14,6.3123
9/9/14,6.3503
9/10/14,6.3509
9/11/14,6.3753
9/12/14,6.3617
9/15/14,6.3936
9/16/14,6.3941
9/17/14,6.399
9/18/14,6.3247
9/19/14,6.3519
9/22/14,6.3527
9/23/14,6.349
9/24/14,6.3855
9/25/14,6.3998
9/26/14,6.449
9/29/14,6.4371
9/30/14,6.4371
10/1/14,6.4462
10/2/14,6.4496
10/3/14,6.5257
10/6/14,6.4908
10/7/14,6.4795
10/8/14,6.4774
10/9/14,6.4713
10/10/14,6.5162
10/13/14,6.54
10/14/14,6.5638
10/15/14,6.5722
10/16/14,6.5706
10/17/14,6.5445
10/20/14,6.5674
10/21/14,6.5677
10/22/14,6.6044
10/23/14,6.5676
10/24/14,6.5952
10/27/14,6.6069
10/28/14,6.6103
10/29/14,6.6419
10/30/14,6.7022
10/31/14,6.7491
11/3/14,6.7854
11/4/14,6.8575
11/5/14,6.8267
11/6/14,6.8531
11/7/14,6.8346
11/10/14,6.8086
11/11/14,6.7926
11/12/14,6.7766
11/13/14,6.7808
11/14/14,6.7583
11/17/14,6.7882
11/18/14,6.7228
11/19/14,6.7877
11/20/14,6.7641
11/21/14,6.7966
11/24/14,6.7808
11/25/14,6.8133
11/26/14,6.8208
11/27/14,6.9135
11/28/14,7.0062
12/1/14,6.9254
12/2/14,7.0099
12/3/14,7.0423
12/4/14,7.0372
12/5/14,7.1291
12/8/14,7.1628
12/9/14,7.0938
12/10/14,7.1836
12/11/14,7.2818
12/12/14,7.3418
12/15/14,7.427
12/16/14,7.4611
12/17/14,7.3753
12/18/14,7.3759
12/19/14,7.3588
12/22/14,7.4015
12/23/14,7.427
12/24/14,7.458
12/25/14,7.4413
12/26/14,7.43295
12/29/14,7.4246
12/30/14,7.4227
12/31/14,7.4816
1/1/15,7.5249
1/2/15,7.5682
1/5/15,7.6073
1/6/15,7.6975
1/7/15,7.7123
1/8/15,7.6132
1/9/15,7.669
1/12/15,7.7148
1/13/15,7.743
1/14/15,7.6354
1/15/15,7.6475
1/16/15,7.5998
1/19/15,7.6311
1/20/15,7.6624
1/21/15,7.6165
1/22/15,7.6497
1/23/15,7.7603
1/26/15,7.7591
1/27/15,7.7193
1/28/15,7.7785
1/29/15,7.8265
1/30/15,7.7498
2/2/15,7.6259
2/3/15,7.5442
2/4/15,7.5493
2/5/15,7.5207
2/6/15,7.5929
2/9/15,7.6154
2/10/15,7.5728
2/11/15,7.653
2/12/15,7.6527
2/13/15,7.568
2/16/15,7.5528
2/17/15,7.5376
2/18/15,7.5275
2/19/15,7.5737
2/20/15,7.5256
2/23/15,7.6068
2/24/15,7.6145
2/25/15,7.554
2/26/15,7.6402
2/27/15,7.6619
3/2/15,7.6959
3/3/15,7.6924
3/4/15,7.8102
3/5/15,7.7416
3/6/15,7.8978
3/9/15,7.9361
3/10/15,8.0967
3/11/15,8.1874
3/12/15,8.1054
3/13/15,8.1922
3/16/15,8.2575
3/17/15,8.292
3/18/15,8.3524
3/19/15,8.092
3/20/15,8.0431
3/23/15,7.8837
3/24/15,7.865
3/25/15,7.8314
3/26/15,7.8802
3/27/15,7.9595
3/30/15,8.0301
3/31/15,8.0513
4/1/15,8.007
4/2/15,7.9831
4/3/15,7.9191
4/6/15,7.9026
4/7/15,8.0654
4/8/15,8.0359
4/9/15,8.1059
4/10/15,8.1127
4/13/15,8.0943
4/14/15,7.9347
4/15/15,7.8993
4/16/15,7.7677
4/17/15,7.8368
4/20/15,7.8586
4/21/15,7.8395
4/22/15,7.9045
4/23/15,7.8484
4/24/15,7.777
4/27/15,7.7167
4/28/15,7.6529
4/29/15,7.4722
4/30/15,7.568
5/1/15,7.6248
5/4/15,7.5801
5/5/15,7.5859
5/6/15,7.4202
5/7/15,7.4559
5/8/15,7.4502
5/11/15,7.5605
5/12/15,7.472
5/13/15,7.3597
5/14/15,7.3829
5/15/15,7.3113
5/18/15,7.3808
5/19/15,7.5117
5/20/15,7.587
5/21/15,7.547
5/22/15,7.629
5/25/15,7.6904
5/26/15,7.7518
5/27/15,7.7634
5/28/15,7.8466
5/29/15,7.7845
6/1/15,7.9633
6/2/15,7.8547
6/3/15,7.7207
6/4/15,7.7435
6/5/15,7.9611
6/8/15,7.8678
6/9/15,7.7673
6/10/15,7.7619
6/11/15,7.8584
6/12/15,7.7208
6/15/15,7.7691
6/16/15,7.7743
6/17/15,7.7211
6/18/15,7.7561
6/19/15,7.7871
6/22/15,7.7179
6/23/15,7.824
6/24/15,7.8748
6/25/15,7.8175
6/26/15,7.8377
6/29/15,7.8883
6/30/15,7.8574
7/1/15,7.8909
7/2/15,7.9616
7/3/15,8.011
7/6/15,8.0604
7/7/15,8.2154
7/8/15,8.2541
7/9/15,8.1315
7/10/15,8.0023
7/13/15,8.0721
7/14/15,8.1198
7/15/15,8.1445
7/16/15,8.1304
7/17/15,8.1869
7/20/15,8.2207
7/21/15,8.1136
7/22/15,8.1728
7/23/15,8.185
7/24/15,8.1839
7/27/15,8.1369
7/28/15,8.1553
7/29/15,8.1313
7/30/15,8.1557
7/31/15,8.1366
8/3/15,8.237
8/4/15,8.2384
8/5/15,8.2812
8/6/15,8.2804
8/7/15,8.2658
8/10/15,8.2121
8/11/15,8.2721
8/12/15,8.1323
8/13/15,8.2118
8/14/15,8.2289
8/17/15,8.1896
8/18/15,8.2802
8/19/15,8.3486
8/20/15,8.2199
8/21/15,8.203
8/24/15,8.199
8/25/15,8.2626
8/26/15,8.3497
8/27/15,8.2981
8/28/15,8.2678
8/31/15,8.3223
9/1/15,8.283
9/2/15,8.2556
9/3/15,8.2742
9/4/15,8.3138
9/7/15,8.2708
9/8/15,8.2278
9/9/15,8.216
9/10/15,8.1859
9/11/15,8.1591
9/14/15,8.1914
9/15/15,8.1913
9/16/15,8.1204
9/17/15,8.1604
9/18/15,8.1221
9/21/15,8.1982
9/22/15,8.288
9/23/15,8.2841
9/24/15,8.4628
9/25/15,8.5154
9/28/15,8.535
9/29/15,8.4642
9/30/15,8.5259
10/1/15,8.4364
10/2/15,8.3319
10/5/15,8.4044
10/6/15,8.2927
10/7/15,8.2099
10/8/15,8.1419
10/9/15,8.0783
10/12/15,8.1041
10/13/15,8.1299
10/14/15,8.0997
10/15/15,8.1041
10/16/15,8.099
10/19/15,8.1211
10/20/15,8.1136
10/21/15,8.1741
10/22/15,8.2819
10/23/15,8.3982
10/26/15,8.3314
10/27/15,8.4384
10/28/15,8.448
10/29/15,8.5706
10/30/15,8.4643
11/2/15,8.4759
11/3/15,8.5199
11/4/15,8.6318
11/5/15,8.557
11/6/15,8.652
11/9/15,8.6491
11/10/15,8.651
11/11/15,8.6694
11/12/15,8.6878
11/13/15,8.7066
11/16/15,8.6829
11/17/15,8.6823
11/18/15,8.7105
11/19/15,8.5877
11/20/15,8.6196
11/23/15,8.664
11/24/15,8.6468
11/25/15,8.6489
11/26/15,8.6703
11/27/15,8.6917
11/30/15,8.6838
12/1/15,8.6434
12/2/15,8.6591
12/3/15,8.4994
12/4/15,8.5194
12/7/15,8.6566
12/8/15,8.7939
12/9/15,8.7036
12/10/15,8.6285
12/11/15,8.6778
12/14/15,8.6619
12/15/15,8.7022
12/16/15,8.7458
12/17/15,8.7615
12/18/15,8.7488
12/21/15,8.7639
12/22/15,8.697
12/23/15,8.7346
12/24/15,8.6763
12/25/15,8.67605
12/28/15,8.6758
12/29/15,8.7186
12/30/15,8.8137
12/31/15,8.8542
1/1/16,8.8894
1/4/16,8.9246
1/5/16,8.9165
1/6/16,8.9668
1/7/16,8.919
1/8/16,8.9045
1/11/16,8.9399
1/12/16,8.9039
1/13/16,8.8019
1/14/16,8.7635
1/15/16,8.8195
1/18/16,8.80705
1/19/16,8.7946
1/20/16,8.898
1/21/16,8.8153
1/22/16,8.759
1/25/16,8.7447
1/26/16,8.6972
1/27/16,8.6589
1/28/16,8.6332
1/29/16,8.7071
2/1/16,8.7104
2/2/16,8.7184
2/3/16,8.6074
2/4/16,8.482
2/5/16,8.6002
2/8/16,8.5956
2/9/16,8.5929
2/10/16,8.5613
2/11/16,8.5465
2/12/16,8.5917
2/15/16,8.606
2/16/16,8.6203
2/17/16,8.5696
2/18/16,8.5961
2/19/16,8.5654
2/22/16,8.5997
2/23/16,8.5984
2/24/16,8.6713
2/25/16,8.6532
2/26/16,8.6826
2/29/16,8.6919
3/1/16,8.6574
3/2/16,8.7023
3/3/16,8.5932
3/4/16,8.5072
3/7/16,8.4984
3/8/16,8.5397
3/9/16,8.5066
3/10/16,8.5309
3/11/16,8.3974
3/14/16,8.471
3/15/16,8.5487
3/16/16,8.5798
3/17/16,8.3467
3/18/16,8.3382
3/21/16,8.3938
3/22/16,8.4002
3/23/16,8.4854
3/24/16,8.4995
3/25/16,8.4853
3/28/16,8.4195
3/29/16,8.4597
3/30/16,8.3215
3/31/16,8.252
4/1/16,8.3127
4/4/16,8.3098
4/5/16,8.3486
4/6/16,8.2844
4/7/16,8.3254
4/8/16,8.223
4/11/16,8.1972
4/12/16,8.1703
4/13/16,8.2299
4/14/16,8.2241
4/15/16,8.2278
4/18/16,8.2129
4/19/16,8.1119
4/20/16,8.105
4/21/16,8.1741
4/22/16,8.217
4/25/16,8.1893
4/26/16,8.136
4/27/16,8.1573
4/28/16,8.1507
4/29/16,8.0643
5/2/16,8.0361
5/3/16,8.0891
5/4/16,8.1466
5/5/16,8.1613
5/6/16,8.1868
5/9/16,8.2147
5/10/16,8.2055
5/11/16,8.1339
5/12/16,8.1522
5/13/16,8.2157
5/16/16,8.1476
5/17/16,8.1578
5/18/16,8.2253
5/19/16,8.3497
5/20/16,8.3272
5/23/16,8.365
5/24/16,8.3515
5/25/16,8.3389
5/26/16,8.2705
5/27/16,8.3221
5/30/16,8.34495
5/31/16,8.3678
6/1/16,8.3099
6/2/16,8.3355
6/3/16,8.2017
6/6/16,8.1761
6/7/16,8.1332
6/8/16,8.1101
6/9/16,8.1486
6/10/16,8.2325
6/13/16,8.2787
6/14/16,8.3513
6/15/16,8.313
6/16/16,8.4505
6/17/16,8.3841
6/20/16,8.2614
6/21/16,8.3092
6/22/16,8.2902
6/23/16,8.1661
6/24/16,8.4412
6/27/16,8.5699
6/28/16,8.5082
6/29/16,8.3763
6/30/16,8.3931
7/1/16,8.3279
7/4/16,8.3672
7/5/16,8.4065
7/6/16,8.4724
7/7/16,8.494
7/8/16,8.5421
7/11/16,8.499
7/12/16,8.4157
7/13/16,8.4159
7/14/16,8.3653
7/15/16,8.452
7/18/16,8.4489
7/19/16,8.5075
7/20/16,8.4929
7/21/16,8.4697
7/22/16,8.5524
7/25/16,8.5847
7/26/16,8.5798
7/27/16,8.591
7/28/16,8.5468
7/29/16,8.425
8/1/16,8.475
8/2/16,8.4295
8/3/16,8.4277
8/4/16,8.4283
8/5/16,8.4981
8/8/16,8.4772
8/9/16,8.3952
8/10/16,8.2804
8/11/16,8.2219
8/12/16,8.1874
8/15/16,8.2086
8/16/16,8.194
8/17/16,8.2419
8/18/16,8.1562
8/19/16,8.2137
8/22/16,8.2256
8/23/16,8.211
8/24/16,8.2249
8/25/16,8.2223
8/26/16,8.2343
8/29/16,8.2881
8/30/16,8.3362
8/31/16,8.3438
9/1/16,8.3256
9/2/16,8.3206
9/5/16,8.2534
9/6/16,8.1862
9/7/16,8.1839
9/8/16,8.1934
9/9/16,8.2573
9/12/16,8.2301
9/13/16,8.2491
9/14/16,8.2232
9/15/16,8.2309
9/16/16,8.302
9/19/16,8.2822
9/20/16,8.2961
9/21/16,8.2941
9/22/16,8.107
9/23/16,8.1099
9/26/16,8.0889
9/27/16,8.1532
9/28/16,8.0828
9/29/16,8.004
9/30/16,7.9897
10/3/16,7.9725
10/4/16,7.9934
10/5/16,8.0317
10/6/16,8.0431
10/7/16,8.1198
10/10/16,8.1535
10/11/16,8.1872
10/12/16,8.229
10/13/16,8.187
10/14/16,8.2257
10/17/16,8.182
10/18/16,8.1468
10/19/16,8.1423
10/20/16,8.1841
10/21/16,8.2636
10/24/16,8.2463
10/25/16,8.2593
10/26/16,8.262
10/27/16,8.2536
10/28/16,8.2647
10/31/16,8.2501
11/1/16,8.1986
11/2/16,8.1826
11/3/16,8.166
11/4/16,8.1751
11/7/16,8.2355
11/8/16,8.2277
11/9/16,8.2885
11/10/16,8.3883
11/11/16,8.4428
11/14/16,8.4973
11/15/16,8.4359
11/16/16,8.4915
11/17/16,8.5061
11/18/16,8.585
11/21/16,8.563
11/22/16,8.5354
11/23/16,8.6025
11/24/16,8.5891
11/25/16,8.5757
11/28/16,8.5702
11/29/16,8.546
11/30/16,8.5223
12/1/16,8.4446
12/2/16,8.4152
12/5/16,8.3801
12/6/16,8.3907
12/7/16,8.3641
12/8/16,8.4326
12/9/16,8.5199
12/12/16,8.4506
12/13/16,8.4178
12/14/16,8.4628
12/15/16,8.6916
12/16/16,8.6706
12/19/16,8.6555
12/20/16,8.6995
12/21/16,8.6671
12/22/16,8.7014
12/23/16,8.7043
12/26/16,8.70675
12/27/16,8.7092
12/28/16,8.7485
12/29/16,8.6598
12/30/16,8.6107
1/2/17,8.6298
1/3/17,8.6489
1/4/17,8.5925
1/5/17,8.4944
1/6/17,8.5193
1/9/17,8.5454
1/10/17,8.5949
1/11/17,8.624
1/12/17,8.4988
1/13/17,8.506
1/16/17,8.48635
1/17/17,8.4667
1/18/17,8.4536
1/19/17,8.4648
1/20/17,8.41705
1/23/17,8.3693
1/24/17,8.3274
1/25/17,8.3213
1/26/17,8.3583
1/27/17,8.3346
1/30/17,8.3181
1/31/17,8.2444
2/1/17,8.2492
2/2/17,8.2157
2/3/17,8.2061
2/6/17,8.2552
2/7/17,8.3121
2/8/17,8.3037
2/9/17,8.338
2/10/17,8.3656
2/13/17,8.3858
2/14/17,8.4049
2/15/17,8.3425
2/16/17,8.2965
2/17/17,8.3382
2/20/17,8.34675
2/21/17,8.3553
2/22/17,8.3638
2/23/17,8.3317
2/24/17,8.3375
2/27/17,8.34
2/28/17,8.3667
3/1/17,8.3996
3/2/17,8.4667
3/3/17,8.4754
3/6/17,8.4835
3/7/17,8.4489
3/8/17,8.5094
3/9/17,8.5684
3/10/17,8.6034
3/13/17,8.5456
3/14/17,8.5977
3/15/17,8.5983
3/16/17,8.517
3/17/17,8.4633
3/20/17,8.4648
3/21/17,8.4609
3/22/17,8.4659
3/23/17,8.4811
3/24/17,8.4926
3/27/17,8.4662
3/28/17,8.4915
3/29/17,8.5214
3/30/17,8.5484
3/31/17,8.5756
4/3/17,8.5918
4/4/17,8.5918
4/5/17,8.5984
4/6/17,8.6163
4/7/17,8.6268
4/10/17,8.6175
4/11/17,8.5961
4/12/17,8.5817
4/13/17,8.5506
4/14/17,8.5741
4/17/17,8.5355
4/18/17,8.5192
4/19/17,8.5757
4/20/17,8.5861
4/21/17,8.6779
4/24/17,8.5628
4/25/17,8.5518
4/26/17,8.5902
4/27/17,8.5935
4/28/17,8.5726
5/1/17,8.5838
5/2/17,8.5941
5/3/17,8.6191
5/4/17,8.6774
5/5/17,8.6022
5/8/17,8.6445
5/9/17,8.6802
5/10/17,8.608
5/11/17,8.5924
5/12/17,8.5713
5/15/17,8.5416
5/16/17,8.4664
5/17/17,8.3977
5/18/17,8.4431
5/19/17,8.3866
5/22/17,8.3464
5/23/17,8.3694
5/24/17,8.3928
5/25/17,8.3531
5/26/17,8.3935
5/29/17,8.41195
5/30/17,8.4304
5/31/17,8.4361
6/1/17,8.4392
6/2/17,8.4237
6/5/17,8.4585
6/6/17,8.4671
6/7/17,8.4912
6/8/17,8.485
6/9/17,8.4968
6/12/17,8.4655
6/13/17,8.435
6/14/17,8.3662
6/15/17,8.5007
6/16/17,8.4555
6/19/17,8.478
6/20/17,8.5613
6/21/17,8.5336
6/22/17,8.4952
6/23/17,8.4471
6/26/17,8.4667
6/27/17,8.4107
6/28/17,8.4498
6/29/17,8.4024
6/30/17,8.3781
7/3/17,8.3647
7/4/17,8.3837
7/5/17,8.4027
7/6/17,8.3543
7/7/17,8.3713
7/10/17,8.3304
7/11/17,8.3265
7/12/17,8.2812
7/13/17,8.2682
7/14/17,8.1977
7/17/17,8.1513
7/18/17,8.0632
7/19/17,8.0645
7/20/17,8.0243
7/21/17,8.0279
7/24/17,8.0136
7/25/17,7.9765
7/26/17,7.9595
7/27/17,7.9578
7/28/17,7.9174
7/31/17,7.8922
8/1/17,7.9235
8/2/17,7.8677
8/3/17,7.8803
8/4/17,7.955
8/7/17,7.9453
8/8/17,7.9578
8/9/17,7.9602
8/10/17,7.9446
8/11/17,7.9482
8/14/17,7.937
8/15/17,7.9603
8/16/17,7.953
8/17/17,7.9504
8/18/17,7.9074
8/21/17,7.8975
8/22/17,7.9137
8/23/17,7.8776
8/24/17,7.8415
8/25/17,7.7775
8/28/17,7.7583
8/29/17,7.7233
8/30/17,7.7834
8/31/17,7.7723
9/1/17,7.7916
9/4/17,7.78455
9/5/17,7.7775
9/6/17,7.7713
9/7/17,7.7479
9/8/17,7.7414
9/11/17,7.8436
9/12/17,7.8267
9/13/17,7.8898
9/14/17,7.8986
9/15/17,7.8427
9/18/17,7.8294
9/19/17,7.8067
9/20/17,7.8066
9/21/17,7.8006
9/22/17,7.7833
9/25/17,7.8325
9/26/17,7.9091
9/27/17,7.9495
9/28/17,7.953
9/29/17,7.9629
