topic,description
Will the UN Security Council adopt a resolution concerning the Democratic People's Republic of Korea between 7 September 2017 and 4 October 2017?,This question will resolve as 'yes' if the United Nations Security Council (UNSC) adopts a resolution during the period of interest in which the country/region of interest appears in the short description in the Security Council Resolution table and/or is mentioned within the adopted resolution itself.
